Age,Gender,Location,Occupation,Education,Income,Device Ownership,Operating System,Internet Usage,Use of Security Tools,Social Media Usage,Privacy Settings,Info Sharing Frequency,Email Accounts,Email Filtering,Browsing Behavior,Security Awareness,Password Hygiene,Incident History,Sensitive Info Access,Workplace Policies,Remote Work Status,Risk Factor
29,Non-binary,Urban,Legal,Associate,Medium,2,Linux,Low,No,Low,Public,Sometimes,1,No,Cautious,Low,Moderate,Yes,No,None,No,76
33,Male,Urban,Retail,High School,Medium,3,Linux,High,No,Medium,Public,Rarely,3,No,Risky,High,Weak,Yes,Yes,None,Yes,95
33,Female,Urban,Healthcare,Master's,High,4,Android,Medium,No,Low,Private,Rarely,2,Yes,Moderate,Medium,Moderate,No,Yes,Moderate,Yes,66
60,Male,Rural,Legal,Bachelor's,High,4,Linux,Low,Yes,Medium,Private,Sometimes,1,Yes,Cautious,High,Weak,No,No,None,No,71
53,Female,Suburban,Retail,Master's,High,3,Linux,High,No,Low,Public,Sometimes,3,Yes,Moderate,High,Strong,No,No,None,Yes,69
30,Female,Urban,Education,Associate,High,3,iOS,High,Yes,Low,Public,Sometimes,2,Yes,Moderate,Low,Moderate,No,Yes,None,Yes,69
24,Male,Suburban,Education,Master's,Medium,4,Windows,Medium,Yes,Low,Public,Rarely,4,No,Risky,High,Strong,Yes,Yes,None,Yes,85
53,Non-binary,Urban,Retail,High School,Medium,2,Other,Low,Yes,Medium,Private,Sometimes,2,No,Moderate,Low,Strong,Yes,No,Moderate,No,57
64,Non-binary,Urban,Retail,PhD,High,2,iOS,Low,No,Medium,Public,Sometimes,3,No,Risky,Low,Moderate,No,No,Strict,No,71
26,Female,Urban,Finance,PhD,High,3,Other,Low,No,Medium,Public,Rarely,1,No,Risky,High,Moderate,No,No,Strict,Yes,77
49,Male,Suburban,Finance,Bachelor's,Medium,3,iOS,High,No,Medium,Public,Often,1,Yes,Moderate,Low,Moderate,Yes,No,Moderate,Yes,80
28,Male,Rural,IT,Bachelor's,Medium,1,iOS,Low,No,Medium,Private,Rarely,1,Yes,Cautious,High,Weak,No,Yes,Strict,No,60
25,Female,Urban,Legal,Master's,Low,1,Linux,High,No,High,Public,Rarely,3,No,Moderate,Medium,Strong,Yes,Yes,None,Yes,91
50,Non-binary,Urban,IT,Bachelor's,High,2,Other,Low,No,Low,Private,Rarely,3,Yes,Moderate,Medium,Weak,No,Yes,Strict,No,65
40,Male,Urban,IT,High School,Low,1,iOS,High,Yes,Medium,Public,Sometimes,1,Yes,Moderate,Low,Strong,No,No,Strict,Yes,61
42,Non-binary,Rural,Healthcare,Associate,Medium,4,Linux,Medium,No,High,Public,Rarely,1,No,Cautious,Medium,Strong,Yes,Yes,None,No,86
25,Non-binary,Suburban,Education,Associate,Medium,4,Android,High,No,High,Private,Often,1,Yes,Risky,Medium,Weak,No,Yes,None,No,85
62,Female,Suburban,Healthcare,Master's,High,4,Other,Low,Yes,Low,Public,Rarely,1,Yes,Cautious,High,Strong,No,No,None,Yes,75
39,Female,Suburban,Legal,Associate,Low,4,iOS,High,No,Low,Public,Rarely,2,Yes,Cautious,High,Weak,Yes,Yes,Moderate,No,76
21,Non-binary,Suburban,Retail,Master's,Medium,3,Android,Low,No,Low,Public,Sometimes,3,No,Moderate,Medium,Moderate,Yes,Yes,Strict,No,68
57,Male,Urban,Finance,Bachelor's,Low,4,Linux,Medium,Yes,Medium,Private,Sometimes,4,Yes,Moderate,Medium,Strong,No,No,Moderate,No,54
20,Male,Rural,Legal,Bachelor's,Low,2,iOS,High,No,Low,Private,Often,1,No,Cautious,High,Weak,Yes,Yes,Moderate,Yes,86
46,Female,Urban,Retail,High School,Low,1,Linux,Medium,Yes,Low,Public,Rarely,2,No,Risky,High,Moderate,Yes,Yes,None,Yes,74
58,Non-binary,Rural,Legal,Associate,Low,2,Linux,High,Yes,Low,Public,Rarely,4,Yes,Risky,Medium,Strong,No,No,Strict,Yes,71
46,Male,Suburban,Retail,High School,Low,3,Linux,High,Yes,High,Private,Rarely,4,No,Moderate,Low,Strong,Yes,No,Moderate,No,66
51,Male,Rural,Finance,PhD,High,1,Other,Medium,No,Medium,Private,Rarely,1,No,Risky,High,Strong,Yes,Yes,None,Yes,85
51,Female,Urban,Retail,High School,High,1,Android,Medium,Yes,Low,Public,Rarely,1,Yes,Risky,High,Strong,Yes,No,Moderate,No,56
45,Non-binary,Urban,IT,Master's,Low,1,Android,High,No,High,Public,Rarely,2,No,Risky,Medium,Moderate,No,No,Strict,Yes,78
30,Male,Suburban,Legal,Master's,High,4,Windows,High,Yes,Medium,Public,Sometimes,1,Yes,Cautious,Medium,Strong,No,Yes,None,Yes,80
32,Female,Urban,Finance,High School,Medium,3,iOS,High,No,Low,Private,Often,4,No,Cautious,Low,Strong,Yes,Yes,Moderate,No,78
40,Male,Urban,Retail,Bachelor's,Low,2,Linux,Medium,Yes,High,Private,Rarely,1,No,Moderate,High,Moderate,No,Yes,Strict,Yes,59
61,Male,Rural,IT,PhD,High,4,iOS,Low,No,Medium,Private,Rarely,2,Yes,Risky,Medium,Moderate,No,No,Strict,No,68
43,Male,Urban,IT,High School,High,1,Android,Medium,No,Low,Private,Sometimes,2,No,Moderate,Medium,Strong,Yes,Yes,Moderate,Yes,69
21,Female,Suburban,Education,Bachelor's,Medium,2,Android,High,No,Low,Public,Rarely,2,Yes,Cautious,Low,Moderate,No,No,Strict,No,65
43,Non-binary,Suburban,IT,High School,Medium,2,Linux,High,No,High,Private,Sometimes,2,Yes,Moderate,Low,Moderate,No,No,None,Yes,76
57,Female,Urban,Healthcare,Associate,Medium,2,Other,Medium,No,Low,Private,Often,2,No,Cautious,High,Weak,Yes,No,None,Yes,85
26,Non-binary,Suburban,Finance,Master's,Medium,3,Linux,High,No,High,Private,Rarely,1,Yes,Cautious,Medium,Moderate,Yes,No,None,No,73
22,Male,Rural,Finance,Associate,Low,4,Linux,High,No,High,Public,Often,3,Yes,Moderate,Medium,Weak,No,Yes,None,Yes,100
49,Non-binary,Rural,Finance,Associate,High,3,Windows,High,No,High,Public,Rarely,2,No,Risky,High,Weak,Yes,Yes,Moderate,No,95
37,Male,Urban,Retail,PhD,High,1,Other,High,No,Medium,Public,Often,3,No,Moderate,Low,Weak,No,No,Moderate,Yes,87
28,Male,Urban,Legal,Bachelor's,Medium,1,iOS,High,Yes,High,Public,Often,1,Yes,Risky,High,Weak,Yes,No,Strict,Yes,83
32,Female,Rural,Retail,Master's,High,2,Other,Low,Yes,Medium,Private,Rarely,2,Yes,Moderate,High,Weak,No,No,Strict,Yes,57
49,Male,Suburban,Healthcare,Associate,High,2,Linux,Medium,Yes,Low,Private,Often,3,Yes,Moderate,High,Moderate,Yes,No,Strict,No,59
45,Female,Urban,Legal,Master's,High,2,Linux,Medium,Yes,Medium,Public,Sometimes,3,Yes,Moderate,Low,Moderate,Yes,No,None,No,69
39,Non-binary,Urban,IT,Bachelor's,Medium,3,Linux,Medium,Yes,High,Public,Sometimes,4,Yes,Cautious,Low,Moderate,Yes,Yes,Moderate,Yes,74
58,Non-binary,Suburban,Retail,High School,High,4,Linux,Low,No,Low,Public,Often,3,Yes,Moderate,Medium,Strong,No,Yes,Moderate,No,76
34,Male,Urban,Legal,Associate,High,3,Linux,Low,Yes,High,Private,Often,4,No,Cautious,Medium,Moderate,No,No,Strict,No,66
43,Female,Suburban,IT,Bachelor's,High,1,Other,Medium,Yes,High,Private,Sometimes,4,Yes,Cautious,High,Weak,No,Yes,Moderate,No,61
61,Male,Suburban,Legal,Master's,Low,2,Linux,Medium,Yes,Low,Private,Rarely,3,Yes,Cautious,Medium,Strong,Yes,No,Moderate,Yes,59
24,Female,Suburban,IT,Bachelor's,Low,2,Android,Medium,Yes,High,Private,Sometimes,4,No,Moderate,Low,Strong,No,Yes,Strict,Yes,69
59,Female,Suburban,Legal,High School,High,3,Android,High,No,Medium,Public,Often,3,Yes,Moderate,Medium,Moderate,Yes,Yes,Moderate,Yes,90
43,Female,Suburban,Retail,Bachelor's,High,1,Windows,Low,No,Low,Public,Sometimes,4,No,Moderate,Medium,Strong,Yes,No,None,Yes,73
42,Non-binary,Rural,Retail,Master's,High,4,iOS,Low,Yes,Low,Private,Rarely,2,No,Moderate,Low,Moderate,Yes,Yes,Moderate,Yes,71
27,Female,Suburban,Healthcare,Associate,High,2,Android,High,Yes,Low,Private,Sometimes,2,Yes,Cautious,Medium,Moderate,Yes,Yes,None,No,66
62,Non-binary,Rural,Education,Associate,High,2,Windows,Low,Yes,High,Public,Rarely,2,Yes,Risky,Low,Weak,No,No,None,Yes,85
36,Female,Suburban,Finance,PhD,High,1,Other,Medium,Yes,High,Public,Often,3,Yes,Risky,Medium,Strong,No,Yes,Strict,Yes,78
28,Non-binary,Urban,Retail,Master's,Low,2,iOS,Low,No,Low,Public,Sometimes,3,No,Cautious,Medium,Strong,No,No,Strict,Yes,54
30,Non-binary,Rural,Retail,PhD,Medium,4,Linux,High,No,Medium,Private,Sometimes,1,No,Cautious,High,Strong,Yes,No,Strict,Yes,73
25,Non-binary,Urban,IT,PhD,High,3,Linux,Medium,No,High,Public,Rarely,3,No,Risky,Medium,Moderate,No,No,Moderate,Yes,79
57,Male,Suburban,Education,High School,High,1,Other,Low,Yes,High,Private,Sometimes,1,Yes,Risky,High,Strong,No,Yes,Strict,Yes,68
21,Female,Suburban,Retail,Master's,High,2,iOS,Medium,No,High,Public,Sometimes,1,No,Risky,Medium,Weak,No,No,None,Yes,82
64,Male,Urban,Legal,Associate,Medium,2,Android,Low,Yes,Medium,Private,Rarely,2,No,Risky,High,Strong,Yes,No,Strict,No,67
48,Female,Suburban,Education,Master's,High,4,iOS,Medium,No,High,Public,Sometimes,3,Yes,Risky,Medium,Strong,No,No,None,No,67
45,Female,Urban,Finance,High School,High,3,Windows,High,No,High,Public,Rarely,3,No,Moderate,Low,Weak,Yes,No,None,No,95
28,Male,Suburban,Legal,Master's,Medium,4,Other,High,Yes,Medium,Public,Often,1,No,Risky,Medium,Moderate,Yes,No,Moderate,No,84
60,Non-binary,Suburban,IT,Master's,High,3,Android,Low,No,Medium,Public,Sometimes,1,No,Moderate,Low,Moderate,No,Yes,None,No,83
18,Female,Rural,Healthcare,PhD,Medium,4,iOS,Low,No,High,Public,Rarely,3,No,Moderate,Low,Strong,Yes,No,Moderate,No,83
64,Non-binary,Urban,Legal,Master's,Medium,3,iOS,Medium,Yes,Low,Public,Rarely,1,Yes,Cautious,High,Weak,Yes,No,Moderate,Yes,66
55,Male,Suburban,Finance,PhD,High,2,Android,High,No,Low,Private,Sometimes,3,No,Cautious,Low,Weak,Yes,Yes,Strict,No,81
41,Non-binary,Urban,Legal,PhD,Low,2,Windows,Medium,No,Medium,Public,Rarely,3,No,Risky,Low,Weak,Yes,Yes,Moderate,Yes,90
64,Female,Rural,Education,Bachelor's,Low,2,Windows,High,Yes,High,Private,Often,4,Yes,Cautious,High,Moderate,No,No,None,No,65
48,Female,Urban,Education,High School,High,1,iOS,Medium,No,Medium,Public,Often,1,No,Risky,Medium,Moderate,No,No,None,Yes,76
58,Female,Rural,Finance,PhD,Medium,3,Linux,Medium,Yes,Medium,Public,Sometimes,2,Yes,Cautious,Medium,Moderate,Yes,Yes,None,No,71
63,Male,Urban,Education,Master's,Medium,1,Android,Medium,Yes,Low,Public,Often,3,Yes,Cautious,Low,Weak,No,No,None,No,68
43,Female,Urban,Legal,PhD,Medium,3,Windows,Low,Yes,Medium,Public,Sometimes,1,No,Risky,High,Moderate,Yes,Yes,None,Yes,82
22,Male,Rural,Healthcare,PhD,High,2,Windows,High,Yes,Medium,Private,Sometimes,1,No,Cautious,Medium,Strong,Yes,Yes,Strict,No,75
37,Non-binary,Suburban,Legal,PhD,Low,1,Windows,Low,Yes,High,Public,Rarely,1,No,Risky,High,Moderate,Yes,No,Strict,No,70
58,Female,Suburban,Healthcare,Associate,Medium,1,Other,Low,Yes,High,Public,Rarely,3,Yes,Cautious,High,Strong,No,Yes,Moderate,Yes,72
28,Female,Suburban,Education,Associate,Medium,4,Linux,Medium,Yes,Medium,Public,Rarely,3,No,Risky,Low,Moderate,Yes,No,None,No,78
50,Female,Urban,Legal,Associate,High,3,Windows,High,Yes,Medium,Private,Rarely,3,No,Moderate,High,Strong,Yes,Yes,None,Yes,82
55,Non-binary,Urban,Education,Associate,Low,4,Linux,Low,Yes,High,Private,Sometimes,1,Yes,Risky,Low,Weak,No,No,Moderate,Yes,69
44,Female,Suburban,Healthcare,Bachelor's,Low,1,iOS,Medium,Yes,Low,Public,Rarely,2,No,Cautious,High,Moderate,No,Yes,Strict,No,54
51,Male,Urban,Education,PhD,High,1,iOS,High,Yes,High,Public,Rarely,4,Yes,Moderate,Low,Strong,Yes,Yes,Moderate,No,71
32,Non-binary,Urban,Retail,Bachelor's,Low,2,Other,High,Yes,High,Public,Often,2,Yes,Moderate,Medium,Weak,No,Yes,None,No,75
49,Non-binary,Suburban,IT,Master's,High,4,Linux,Low,Yes,High,Public,Sometimes,3,Yes,Risky,High,Strong,Yes,Yes,Strict,No,79
38,Non-binary,Rural,Legal,High School,Medium,4,Android,Medium,No,High,Private,Often,3,No,Risky,Low,Moderate,Yes,Yes,Moderate,Yes,93
63,Non-binary,Urban,Retail,Bachelor's,High,4,Other,Low,Yes,High,Private,Often,3,Yes,Moderate,Medium,Moderate,Yes,Yes,Moderate,No,75
22,Non-binary,Urban,Education,Associate,Medium,3,Windows,High,Yes,Low,Private,Often,2,No,Risky,Low,Moderate,Yes,Yes,None,No,87
23,Male,Urban,Education,Associate,High,1,iOS,Low,Yes,High,Private,Rarely,2,No,Risky,Low,Weak,Yes,Yes,None,No,86
55,Non-binary,Urban,IT,Master's,Medium,4,iOS,Medium,No,High,Private,Sometimes,3,No,Risky,Low,Moderate,No,Yes,Strict,No,74
39,Female,Rural,Education,PhD,Medium,2,Android,High,Yes,Low,Private,Often,4,Yes,Cautious,Low,Weak,No,Yes,None,No,70
35,Non-binary,Suburban,IT,High School,High,1,Other,Medium,No,Medium,Public,Often,4,Yes,Cautious,Low,Weak,Yes,Yes,Moderate,Yes,90
31,Non-binary,Urban,Legal,Bachelor's,Medium,2,Linux,Medium,Yes,Low,Public,Sometimes,1,Yes,Moderate,High,Moderate,Yes,Yes,None,Yes,69
27,Non-binary,Suburban,Healthcare,PhD,Low,1,iOS,High,No,High,Public,Rarely,2,Yes,Moderate,Medium,Moderate,No,No,Moderate,No,61
63,Non-binary,Urban,IT,PhD,High,2,Windows,Medium,No,Medium,Private,Often,4,No,Moderate,Medium,Moderate,Yes,No,None,Yes,85
30,Non-binary,Rural,IT,Bachelor's,Low,4,Android,Medium,No,Low,Public,Sometimes,3,Yes,Risky,Medium,Moderate,Yes,Yes,Strict,No,69
48,Male,Suburban,Retail,Bachelor's,Medium,4,Android,Medium,No,Medium,Private,Rarely,2,Yes,Risky,High,Strong,Yes,Yes,Strict,Yes,70
47,Male,Rural,Education,Bachelor's,Medium,2,Android,High,No,Low,Public,Rarely,1,Yes,Risky,Low,Strong,No,No,Strict,No,65
20,Non-binary,Urban,Legal,Bachelor's,Medium,3,Windows,Medium,Yes,Low,Private,Rarely,1,Yes,Moderate,High,Strong,Yes,Yes,None,No,65
47,Male,Rural,Healthcare,Associate,High,2,Android,Low,Yes,Medium,Public,Rarely,2,No,Moderate,Low,Weak,Yes,Yes,Strict,Yes,85
23,Female,Rural,Finance,PhD,Medium,1,Linux,Low,Yes,Medium,Public,Rarely,3,No,Cautious,High,Weak,Yes,Yes,Moderate,Yes,85
46,Non-binary,Urban,IT,PhD,Low,2,Linux,Medium,No,Medium,Private,Sometimes,4,Yes,Risky,Medium,Strong,Yes,No,None,Yes,69
25,Female,Urban,Finance,Associate,Low,2,Other,Low,No,Medium,Public,Rarely,2,No,Risky,High,Moderate,Yes,Yes,Strict,Yes,82
61,Female,Suburban,Education,PhD,High,1,Other,Low,No,High,Private,Often,3,Yes,Cautious,Low,Weak,No,No,None,No,80
62,Non-binary,Urban,IT,Bachelor's,Low,4,Linux,High,No,Low,Public,Sometimes,2,Yes,Moderate,Medium,Weak,No,Yes,None,Yes,89
60,Female,Suburban,Finance,High School,High,1,Windows,Medium,Yes,High,Public,Often,1,Yes,Moderate,Medium,Weak,No,No,Moderate,Yes,78
61,Female,Rural,Retail,PhD,High,2,Other,High,No,Low,Public,Often,2,Yes,Moderate,Low,Weak,No,No,None,No,85
50,Female,Rural,Finance,High School,Medium,1,Android,Medium,Yes,High,Public,Rarely,3,No,Risky,Low,Strong,No,Yes,None,Yes,83
34,Non-binary,Suburban,Retail,High School,Low,2,Linux,Low,No,High,Public,Rarely,3,Yes,Cautious,High,Strong,Yes,No,None,Yes,71
28,Non-binary,Urban,Healthcare,Associate,Low,4,iOS,High,No,Low,Private,Sometimes,1,Yes,Cautious,Low,Weak,No,No,Moderate,No,64
30,Female,Urban,Education,Master's,Low,2,Windows,High,No,High,Private,Sometimes,3,No,Moderate,Low,Moderate,Yes,Yes,Strict,Yes,78
28,Non-binary,Rural,Legal,PhD,Medium,2,Windows,Low,No,Medium,Private,Often,3,Yes,Risky,Low,Strong,No,No,Strict,Yes,74
48,Non-binary,Suburban,Finance,Associate,High,4,Linux,Low,No,Medium,Public,Rarely,1,Yes,Cautious,Medium,Weak,No,Yes,None,No,83
45,Female,Rural,IT,Associate,Low,1,iOS,Medium,Yes,High,Private,Rarely,3,No,Risky,Low,Strong,Yes,Yes,Strict,No,69
61,Non-binary,Rural,Education,High School,Low,3,Windows,Medium,No,High,Private,Often,3,No,Moderate,Medium,Weak,Yes,No,None,No,78
23,Male,Urban,Finance,PhD,Low,3,Other,Low,Yes,Low,Public,Rarely,2,No,Moderate,Medium,Moderate,Yes,No,Strict,No,65
58,Non-binary,Suburban,IT,Associate,Low,2,iOS,Low,Yes,Low,Public,Sometimes,2,No,Cautious,Medium,Weak,No,No,Strict,Yes,64
33,Male,Rural,IT,Bachelor's,Medium,2,Android,High,No,High,Public,Often,2,Yes,Moderate,Low,Weak,Yes,No,Moderate,Yes,90
21,Female,Urban,Legal,Associate,High,4,Other,High,No,Low,Private,Rarely,2,Yes,Cautious,Low,Weak,No,Yes,Moderate,No,85
52,Non-binary,Rural,Legal,Bachelor's,Low,1,iOS,Medium,No,Medium,Private,Often,4,Yes,Moderate,Medium,Moderate,No,Yes,Moderate,No,56
43,Female,Rural,IT,Master's,Low,3,Linux,High,No,Medium,Public,Rarely,2,Yes,Cautious,High,Weak,Yes,Yes,Strict,Yes,83
29,Female,Urban,Legal,Bachelor's,High,3,Windows,Low,No,Medium,Private,Rarely,2,No,Moderate,High,Weak,Yes,No,Strict,Yes,77
28,Female,Urban,IT,Bachelor's,Medium,4,Other,Low,No,Low,Private,Rarely,2,No,Moderate,High,Strong,No,No,Strict,Yes,67
54,Female,Suburban,Finance,High School,Medium,4,Linux,Low,Yes,Low,Private,Sometimes,1,Yes,Risky,Low,Weak,No,No,Strict,No,66
42,Female,Rural,Healthcare,Associate,Medium,3,iOS,Low,Yes,Low,Private,Often,2,No,Risky,Medium,Strong,Yes,No,Moderate,No,63
35,Non-binary,Suburban,Legal,Master's,Medium,1,Android,Medium,No,Low,Public,Sometimes,4,No,Moderate,Low,Weak,Yes,Yes,Moderate,No,76
36,Male,Urban,Retail,Associate,Low,1,Windows,Low,No,High,Public,Sometimes,4,Yes,Cautious,Medium,Moderate,Yes,No,Strict,No,58
40,Non-binary,Urban,Retail,Bachelor's,High,1,Windows,Low,Yes,High,Public,Often,4,Yes,Moderate,High,Moderate,No,Yes,Strict,No,65
55,Non-binary,Rural,Retail,Bachelor's,High,2,Other,Low,Yes,High,Private,Often,3,No,Risky,Low,Moderate,Yes,Yes,Moderate,No,80
35,Non-binary,Suburban,Healthcare,Associate,High,1,Linux,Low,Yes,High,Public,Rarely,1,No,Cautious,High,Weak,No,No,Strict,No,71
43,Non-binary,Suburban,IT,Master's,Medium,2,iOS,Medium,No,Medium,Public,Rarely,2,No,Moderate,Medium,Moderate,No,No,None,No,63
23,Male,Rural,IT,Master's,Medium,2,iOS,Medium,Yes,Low,Private,Often,2,Yes,Moderate,High,Moderate,Yes,Yes,Moderate,No,61
21,Non-binary,Rural,Education,High School,High,4,Linux,High,No,Medium,Public,Rarely,3,Yes,Risky,Medium,Weak,Yes,No,Moderate,Yes,93
61,Female,Suburban,Retail,Bachelor's,Low,2,Windows,Medium,No,Low,Private,Rarely,1,No,Cautious,Low,Strong,Yes,No,Strict,Yes,68
46,Non-binary,Urban,Retail,Bachelor's,Medium,2,Linux,Medium,Yes,High,Public,Often,3,No,Cautious,Low,Weak,No,No,None,Yes,81
51,Non-binary,Urban,IT,High School,Low,4,iOS,Medium,Yes,Medium,Private,Sometimes,4,Yes,Cautious,High,Weak,No,No,Strict,No,49
34,Male,Rural,Retail,Associate,High,1,Linux,High,Yes,Low,Public,Often,3,No,Moderate,Low,Strong,No,Yes,None,Yes,86
60,Male,Suburban,IT,Bachelor's,Medium,1,Windows,Low,No,High,Public,Often,1,No,Risky,Medium,Moderate,No,No,Strict,No,82
60,Female,Suburban,IT,Associate,Low,3,Other,High,No,Low,Public,Sometimes,3,No,Moderate,Medium,Weak,No,Yes,Moderate,No,78
33,Non-binary,Suburban,Legal,Master's,Medium,3,Windows,Low,Yes,Low,Private,Rarely,1,No,Risky,High,Strong,Yes,Yes,Moderate,Yes,72
19,Non-binary,Urban,IT,PhD,High,2,Android,Medium,No,High,Private,Sometimes,3,Yes,Risky,Medium,Strong,Yes,No,None,Yes,79
51,Non-binary,Urban,Finance,High School,High,3,Android,Low,Yes,Medium,Public,Sometimes,1,Yes,Cautious,Low,Moderate,Yes,No,None,Yes,73
25,Female,Suburban,Finance,Bachelor's,High,4,Linux,High,No,Low,Private,Often,2,No,Moderate,High,Weak,Yes,No,Strict,Yes,91
30,Male,Suburban,Finance,High School,Low,3,Windows,Low,Yes,High,Private,Rarely,4,Yes,Cautious,High,Strong,Yes,No,Moderate,No,55
59,Female,Rural,Finance,Master's,Medium,3,Windows,Low,No,Low,Private,Rarely,1,Yes,Risky,Low,Weak,No,No,Strict,Yes,77
25,Non-binary,Rural,Healthcare,Master's,Medium,2,iOS,Medium,Yes,Low,Public,Sometimes,3,No,Risky,Low,Weak,Yes,Yes,Strict,No,74
47,Male,Suburban,Education,Master's,Medium,4,Other,Low,No,Low,Public,Often,3,Yes,Cautious,Low,Moderate,No,No,Moderate,No,67
49,Male,Suburban,Education,Master's,High,3,Windows,Low,No,Medium,Public,Sometimes,4,No,Cautious,High,Weak,No,Yes,None,No,75
53,Female,Urban,IT,PhD,Low,1,Linux,Medium,No,Medium,Private,Rarely,2,No,Risky,High,Moderate,No,No,Moderate,Yes,66
64,Male,Suburban,Retail,Associate,High,4,iOS,High,Yes,Medium,Public,Rarely,2,Yes,Moderate,Medium,Strong,No,Yes,Moderate,No,68
47,Male,Rural,Finance,Associate,High,4,iOS,Medium,No,Medium,Public,Often,2,No,Cautious,High,Moderate,No,Yes,None,No,81
18,Non-binary,Urban,Education,PhD,Low,2,Linux,Low,No,High,Public,Often,1,Yes,Moderate,High,Moderate,Yes,Yes,Moderate,No,76
60,Non-binary,Rural,Education,Associate,High,4,Linux,Medium,Yes,Medium,Public,Sometimes,4,No,Risky,Medium,Strong,No,Yes,None,No,79
56,Male,Rural,Finance,Master's,High,4,Windows,Medium,Yes,Low,Public,Often,1,No,Cautious,High,Moderate,Yes,Yes,Moderate,No,83
34,Male,Urban,Healthcare,Associate,Medium,4,Windows,Low,No,High,Public,Sometimes,1,No,Cautious,Medium,Moderate,Yes,No,None,No,80
37,Female,Rural,Healthcare,High School,Low,4,iOS,High,No,Low,Private,Often,1,Yes,Risky,Medium,Strong,Yes,No,None,No,76
41,Female,Suburban,Education,Associate,Low,4,iOS,Medium,Yes,Medium,Public,Sometimes,1,No,Cautious,Medium,Moderate,Yes,No,Strict,No,54
39,Male,Rural,Healthcare,High School,Medium,4,Other,High,No,Low,Public,Rarely,3,Yes,Cautious,Low,Weak,No,No,Moderate,No,77
46,Non-binary,Urban,Legal,Bachelor's,Low,4,iOS,Medium,No,Low,Public,Rarely,3,No,Moderate,Low,Moderate,Yes,Yes,Strict,Yes,79
39,Male,Urban,Finance,High School,Medium,1,Linux,Low,Yes,Low,Private,Rarely,3,No,Cautious,High,Moderate,Yes,Yes,Moderate,Yes,68
61,Male,Urban,Education,High School,High,4,Linux,Low,Yes,Low,Public,Rarely,1,No,Moderate,Medium,Weak,Yes,No,Strict,Yes,81
26,Non-binary,Rural,Finance,Master's,Low,2,Other,Medium,Yes,Medium,Private,Rarely,2,No,Cautious,Low,Moderate,No,No,Strict,No,55
54,Non-binary,Suburban,Healthcare,Master's,Low,1,Android,Medium,No,Low,Private,Rarely,3,No,Cautious,Medium,Strong,No,No,Strict,No,51
27,Female,Urban,Finance,Master's,High,4,Android,Medium,No,Low,Private,Often,4,Yes,Risky,Medium,Strong,Yes,No,Strict,No,71
53,Female,Suburban,Healthcare,High School,High,3,Linux,Low,Yes,Low,Public,Often,3,No,Risky,Low,Weak,Yes,Yes,Strict,Yes,96
54,Female,Urban,Healthcare,PhD,Low,2,Android,Medium,Yes,Low,Private,Often,1,No,Cautious,Medium,Strong,No,No,Moderate,Yes,56
45,Female,Suburban,Finance,Master's,Low,1,Android,Low,No,Medium,Public,Sometimes,1,Yes,Moderate,High,Moderate,Yes,Yes,Strict,Yes,68
45,Non-binary,Suburban,Healthcare,Master's,Low,2,Other,Medium,Yes,Low,Public,Often,1,No,Risky,High,Strong,No,No,Strict,Yes,68
59,Male,Suburban,Legal,High School,Medium,1,iOS,Low,No,High,Private,Often,3,Yes,Risky,High,Moderate,No,No,Moderate,No,68
60,Female,Urban,IT,Bachelor's,Low,3,iOS,Medium,Yes,High,Private,Sometimes,2,Yes,Risky,High,Moderate,No,Yes,None,No,62
38,Female,Rural,Finance,Bachelor's,Low,2,Android,High,Yes,Low,Public,Sometimes,1,Yes,Cautious,Low,Moderate,No,Yes,Moderate,Yes,66
41,Non-binary,Rural,IT,Associate,High,2,Windows,High,No,Low,Public,Rarely,4,Yes,Moderate,Low,Moderate,Yes,No,None,No,80
59,Non-binary,Rural,Finance,Bachelor's,High,1,Other,Low,No,Medium,Private,Often,1,Yes,Moderate,High,Moderate,No,Yes,Moderate,Yes,77
57,Male,Suburban,Healthcare,Master's,Medium,1,Android,Medium,Yes,High,Public,Often,2,Yes,Cautious,Low,Strong,Yes,No,Strict,No,73
19,Male,Urban,Healthcare,PhD,High,3,Windows,High,No,Medium,Public,Sometimes,2,Yes,Risky,High,Moderate,Yes,Yes,None,No,90
25,Non-binary,Suburban,Education,Associate,Low,4,Windows,Medium,No,Low,Private,Rarely,2,Yes,Moderate,Low,Weak,Yes,Yes,Strict,Yes,73
44,Female,Urban,Legal,PhD,Low,1,Other,Medium,Yes,High,Public,Often,1,Yes,Moderate,Low,Weak,No,Yes,None,No,78
39,Female,Suburban,Education,PhD,Medium,1,iOS,Medium,No,High,Public,Sometimes,4,Yes,Cautious,Medium,Weak,No,Yes,Strict,Yes,64
54,Female,Urban,IT,Master's,High,1,Linux,High,No,Medium,Public,Sometimes,4,Yes,Moderate,High,Strong,Yes,Yes,None,Yes,86
44,Male,Urban,Healthcare,High School,High,3,Windows,Low,No,Low,Public,Often,1,Yes,Moderate,Medium,Weak,No,Yes,Strict,Yes,80
46,Female,Urban,Education,High School,High,4,Linux,High,No,High,Private,Sometimes,3,No,Risky,High,Moderate,No,Yes,None,Yes,89
